"","公司全名","更新日期","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣公開發行","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%"
"11","世界先進積體電路","2025-01-16","TWI817719B","2022-09-15","2023-10-01",38,"半導體結構及其形成方法","提供一種半導體結構。此半導體結構包含基板、磊晶層、井區、閘極電極、導電結構與源極電極。基板具有第一導電型。磊晶層具有第一導電型並設置於基板上。井區具有不同於第一導電型的第二導電型並設置於磊晶層中。閘極電極設置於井區上。導電結構包含上部與下部，其中下部朝向基板方向延伸至磊晶層中，且上部設置於磊晶層上。源極電極設置於導電結構上。","Y2024","branch","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"12","世界先進積體電路","2025-01-16","TWI813420B","2022-08-19","2023-08-21",42,"半導體結構","一種半導體結構，包括一基底、一第一井區、一第二井區、一間隔區、一屏蔽結構、一摻雜區、一第一金屬結構以及一第二金屬結構。基底具有一第一導電型。第一井區形成於基底之中，並具有第一導電型。第二井區形成於基底之中，並具有一第二導電型。間隔區位於第一及第二井區之間，用以分隔第一及第二井區。屏蔽結構位於間隔區之上，並重疊間隔區。摻雜區形成於第二井區之中，並具有第二導電型。第一金屬結構電性連接摻雜區。第二金屬結構電性連接第一金屬結構。","Y2024","main","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"13","世界先進積體電路","2025-01-16","TWI834173B","2022-05-26","2024-03-01",92,"半導體裝置及其製造方法","一種半導體裝置，包含基底、第一埋層、第二埋層、第一井區、第二井區、深溝槽隔離結構、源極區、汲極區及閘極電極。第一埋層和第二埋層皆具有第一導電類型，並設置於基底中，且第二埋層設置於第一埋層上，第一井區具有第一導電類型，設置於第二埋層上方，第二井區具有第二導電類型，鄰接第一井區，深溝槽隔離結構設置於基底中，圍繞第一井區和第二井區，且深溝槽隔離結構的底面低於第一埋層的底面，源極區設置於第二井區中，汲極區設置於第一井區中，閘極電極設置於第一井區和第二井區上。","Y2024","main","Yes","電路板製造","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"14","世界先進積體電路","2025-01-16","TWI836757B","2022-11-30","2024-03-21",56,"光感測裝置","本發明實施例提供光感測裝置。光感測裝置包括半導體基板、隔離部件、第一摻雜區、第二摻雜區以及第三摻雜區。半導體基板具有第一導電類型。半導體基板包括感測區以及圍繞感測區的隔離區。第一摻雜區位於感測區中。第一摻雜區具有第二導電類型。第二摻雜區位於感測區中，且位於第一摻雜區上方。第二摻雜區具有第二導電類型。第三摻雜區位於感測區中，且位於第二摻雜區上。第三摻雜區具有第一導電類型。在剖面圖中，第一摻雜區具有第一長度，第二摻雜區具有第二長度，第二長度與第一長度的第一比值大於0且小於1。","Y2024","main","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"15","世界先進積體電路","2025-01-16","TWI838929B","2022-10-28","2024-04-11",63,"半導體裝置及其製造方法","一種半導體裝置包括磊晶層、至少一個閘極溝槽和至少一個溝槽閘極結構。閘極溝槽包括下閘極溝槽和上閘極溝槽，並且下閘極溝槽的寬度小於上閘極溝槽的寬度。溝槽閘極結構設置在閘極溝槽中，並且溝槽閘極結構包括底閘極結構、中閘極結構和頂閘極結構。中閘極結構的第二閘極介電層的厚度小於底閘極結構的第一閘極介電層的厚度。頂閘極結構的第三閘極介電層的厚度小於中閘極結構的第二閘極介電層的厚度。第一閘極電極、第二閘極電極和第三閘極電極彼此分離。","Y2024","main","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"16","世界先進積體電路","2025-01-16","TWI836520B","2022-07-21","2024-03-21",64,"半導體裝置及其製造方法","一種半導體裝置，包含第一導電類型的磊晶層設置於基底的表面上，溝槽設置於磊晶層中，閘極結構設置於溝槽內，包含上方導電部和下方導電部，介電分隔部設置於上方導電部和下方導電部之間，介電襯層設置於溝槽內且圍繞閘極結構，介電襯層具有開口位於溝槽的底面，下方導電部的一部分填充於開口中，且下方導電部與磊晶層的一部份構成蕭特基能障二極體，第二導電類型的摻雜區設置於磊晶層中，且位於溝槽的底面下和下方導電部的一側，其中磊晶層的上述部份和摻雜區的一部分皆與下方導電部接觸。","Y2024","main","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"17","世界先進積體電路","2025-01-16","TWI839007B","2022-12-06","2024-04-11",74,"半導體裝置","一種半導體裝置，包含半導體通道層和半導體阻障層設置於基底上，鈍化層覆蓋半導體阻障層，第一閘極電極和第二閘極電極側向分離，且至少部分分別設置於鈍化層內，其中沿著第一方向，第一閘極電極的第一閘極長度小於第二閘極電極的第二閘極長度，以及源極電極和汲極電極設置在半導體通道層上，其中第二閘極電極電連接至源極電極，且第一閘極電極和第二閘極電極彼此電性隔離。","Y2024","main","Yes","電路板製造","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"18","世界先進積體電路","2025-01-16","TWI813392B","2022-07-22","2023-08-21",82,"半導體裝置及其製作方法","一種半導體裝置，包括絕緣基層、半導體層、絕緣層、隔離溝渠及吸除部位。半導體層及絕緣層依序設置於絕緣基層之上，且隔離溝渠設置於半導體層中且貫穿絕緣層。隔離溝渠由上至下包括第一截面、第二截面及第三截面，第一截面高於絕緣層的底面，第二截面及第三截面低於絕緣層的底面。吸除部位設置於半導體層中且接觸隔離溝渠，吸除部位的頂點低於第二截面。","Y2024","branch","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"19","世界先進積體電路","2025-01-16","TWI831561B","2023-01-05","2024-02-01",68,"半導體裝置及其製造方法","一種半導體裝置，包含第一導電類型的基底，第二導電類型的井區設置於基底內，第一導電類型的源極區設置於井區內，第二導電類型的基體區設置於基底和井區內，且鄰接源極區，凹陷設置於基底內且鄰接基體區，閘極電極設置於井區上，第一金屬層設置於源極區和基體區上，且填充於凹陷內，汲極電極設置於基底的背面，其中填充於凹陷內的第一金屬層與基底形成接面位障蕭特基二極體。","Y2024","branch","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"20","世界先進積體電路","2025-01-16","TWI823418B","2022-06-09","2023-11-21",98,"靜電放電保護電路","一種靜電放電（ESD）保護電路，其耦接接合墊與核心電路且包括ESD偵測電路、放電電路、開關、及控制電路。ESD偵測電路偵測在接合墊上是否發生ESD事件以在第一節點產生第一偵測信號。放電電路接收第一偵測信號且將第一偵測信號進行反相以產生第二偵測信號。當在接合墊上發生ESD事件，放電電路根據第二偵測信號提供介於接合墊與接地端之間的放電路徑。開關受控於控制信號。控制電路耦接於第一節點以接收第一偵測信號，且接收第二偵測信號，並根據第一與第二偵測信號產生控制信號。當在接合墊上發生ESD事件，控制電路產生控制信號以關斷開關。","Y2024","main","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"21","世界先進積體電路","2025-01-16","TWI839007B","2022-12-06","2024-04-11",74,"半導體裝置","一種半導體裝置，包含半導體通道層和半導體阻障層設置於基底上，鈍化層覆蓋半導體阻障層，第一閘極電極和第二閘極電極側向分離，且至少部分分別設置於鈍化層內，其中沿著第一方向，第一閘極電極的第一閘極長度小於第二閘極電極的第二閘極長度，以及源極電極和汲極電極設置在半導體通道層上，其中第二閘極電極電連接至源極電極，且第一閘極電極和第二閘極電極彼此電性隔離。","Y2024","main","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"22","世界先進積體電路","2025-01-16","TWI831494B","2022-12-01","2024-02-01",72,"高電子遷移率電晶體","一種高電子遷移率電晶體，包含半導體通道層和半導體阻障層設置於基底上，半導體蓋層設置於半導體阻障層上，且半導體蓋層的頂面具有凹陷，閘極電極設置於半導體蓋層上和凹陷中，以及源極電極和汲極電極設置於半導體通道層上。","Y2024","branch","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"23","世界先進積體電路","2025-01-16","TWI831638B","2023-03-09","2024-02-01",35,"靜電放電保護裝置","提供一種靜電放電保護裝置，包括：基底，具有第一導電型態；第一井區，設置於基底中，且具有與第一導電型態相反的第二導電型態；第二井區，設置於基底中，具有第二導電型態，且第一井區位於第二井區中；基極，設置於第二井區中，且具有第二導電型態；射極，設置於第井區中，且具有第一導電型態；集極，設置於基極及射極之間，且具有第一導電型態；第一摻雜區，設置於第二井區中且位於射極遠離集極的一側，且具有第二導電型態；以及複數個條狀摻雜區，設置於第二井區中且位於基極與射極之間。","Y2024","branch","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"24","世界先進積體電路","2025-01-16","TWI820979B","2022-10-25","2023-11-01",74,"半導體裝置","一種半導體裝置，包含高電子遷移率電晶體設置在環狀主動元件區中，以及電阻器設置在被環狀主動元件區圍繞的被動元件區中。高電子遷移率電晶體包含化合物半導體阻障層的第一部份堆疊在化合物半導體通道層的第一部份上，以及源極電極、閘極電極和汲極電極設置在化合物半導體阻障層的第一部份上。電阻器包含化合物半導體阻障層的第二部份堆疊在化合物半導體通道層的第二部份上，以及輸入端電極設置在化合物半導體阻障層的第二部份上，且位於被動元件區的中心。","Y2024","main","Yes","電路板製造","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"25","世界先進積體電路","2025-01-16","TWI817691B","2022-09-01","2023-10-01",30,"半導體裝置","本發明實施例提供半導體裝置。半導體裝置包括半導體基板、第一深井區、至少兩個第二井區、至少一隔離結構以及佈植區。第一深井區設置於半導體基板中，其中第一深井區具有第一導電類型。至少兩個第二井區設置於第一深井區上，其中第二井區具有第二導電類型。隔離結構覆蓋部分第一深井區，且圍繞至少部分第二井區。佈植區設置半導體基板頂面下，其中佈植區具有不連續部分，不連續部分與第一深井區部分重疊。","Y2024","branch","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"26","世界先進積體電路","2025-01-16","TWI842323B","2023-01-03","2024-05-11",46,"半導體結構及靜電放電保護裝置","一種半導體結構，包括一基底、一第一井區、一第一摻雜區、一第二摻雜區、一第三摻雜區、一第二井區、一第四摻雜區以及一第五摻雜區。基底具有一第一導電型。第一井區設置於基底之中，並具有一第二導電型。第一摻雜區設置於第一井區之中，並具有第二導電型。第二摻雜區設置於第一井區之中，並具有第一導電型。第三摻雜區設置於第一井區之中，並具有第一導電型。第二井區設置於第一井區之中。第四摻雜區設置於第二井區之中，並具有第一導電型。第五摻雜區設置於第二井區之中，並具有第二導電型。","Y2024","main","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"27","世界先進積體電路","2025-01-16","TWI843628B","2023-07-13","2024-05-21",57,"靜電放電保護裝置及電晶體結構","一種靜電放電保護裝置，包括一基底、一深井區、一第一井區、一第二井區、一第三井區、一第四井區、一第五井區、一第一摻雜區、一第二摻雜區、一第三摻雜區以及一閘極結構。深井區形成於基底之上。第一至第四井區形成於深井區之上。第五井區形成於第四井區之中。第一摻雜區形成於第一井區之中。第二摻雜區形成於第二井區之中。第三摻雜區形成於第四井區之中。閘極結構覆蓋第三井區。基底、第二井區、第四井區、第二摻雜區、第三摻雜區具有第一導電型。深井區、第一井區、第三井區、第五井區、第一摻雜區具有第二導電型。","Y2024","branch","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"28","世界先進積體電路","2025-01-16","TWI834573B","2023-06-17","2024-03-01",56,"靜電放電保護裝置","一種靜電放電保護裝置。此靜電放電保護裝置包括一半導體基板、一第一井區、一第二井區、一第一隔離物、一摻雜區、以及一第一金屬電極。第一井區設置在半導體基板上，且第一井區具有一第一導電類型。第二井區設置在半導體基板上，且第二井區具有相反於第一導電類型的一第二導電類型。第一隔離物設置在第一井區與第二井區之間。摻雜區設置在第二井區中，且摻雜區具有第一導電類型。第一金屬電極設置該第一井區之上。第一金屬電極與第一井區之間形成一蕭特基（Schottky）接觸。","Y2024","main","Yes","電路板製造","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"29","世界先進積體電路","2025-01-16","TWI844185B","2022-12-05","2024-06-01",45,"半導體結構及其形成方法","本揭露提供一種半導體結構，包括：基底，具有第一導電類型；磊晶層，設置於基底上且具有第一導電類型，其中在磊晶層的上部具有突出結構；井區，設置於磊晶層中，且井區具有第二導電類型；絕緣結構，設置於突出結構的側壁上； 上電極層，圍繞突出結構，且上電極層電性連接至磊晶層及井區；以及下電極層，設置於基底下且與磊晶層相對。","Y2024","main","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"30","世界先進積體電路","2025-01-16","TWI813426B","2022-08-25","2023-08-21",31,"半導體結構及其製造方法","一種半導體結構的製造方法，包括提供基底；在基底上方形成圖案化硬質遮罩層；蝕刻前述的圖案化硬質遮罩層，使圖案化硬質遮罩層有一孔洞至少貫穿圖案化硬質遮罩層；在孔洞中形成阻障部；去除圖案化硬質遮罩層；在基底內形成井區並對應阻障部；以及形成閘極結構於基底上。形成閘極結構包括形成介電基體部於基底上，阻障部連接介電基體部的一端，阻障部的厚度大於介電基體部的厚度，介電基體部和阻障部形成閘極介電層；在閘極介電層上形成閘極電極；及形成閘極間隔物於閘極電極的相對側壁上，並去除阻障部的一部分而使阻障部具有一缺角。","Y2024","branch","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"31","世界先進積體電路","2025-01-16","TWI842323B","2023-01-03","2024-05-11",46,"半導體結構及靜電放電保護裝置","一種半導體結構，包括一基底、一第一井區、一第一摻雜區、一第二摻雜區、一第三摻雜區、一第二井區、一第四摻雜區以及一第五摻雜區。基底具有一第一導電型。第一井區設置於基底之中，並具有一第二導電型。第一摻雜區設置於第一井區之中，並具有第二導電型。第二摻雜區設置於第一井區之中，並具有第一導電型。第三摻雜區設置於第一井區之中，並具有第一導電型。第二井區設置於第一井區之中。第四摻雜區設置於第二井區之中，並具有第一導電型。第五摻雜區設置於第二井區之中，並具有第二導電型。","Y2024","main","Yes","其他","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"32","世界先進積體電路","2025-01-16","TWI817726B","2022-09-20","2023-10-01",38,"測試電路","一種測試電路，用於測試一第一待測元件。第一待測元件具有一控制端、一輸入端、以及一輸出端。測試電路包括一第一可編程元件、一電容元件、以及一第一開關元件。第一可編程元件耦接於第一待測元件的控制端與一第一節點之間。電容元件耦接於第一節點與一接地端之間。第一開關元件耦接於第一節點與接地端之間，且受控於一模式信號。","Y2024","main","Yes","電路板製造","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"33","世界先進積體電路","2025-01-16","TWI823639B","2022-10-20","2023-11-21",83,"半導體裝置及其形成方法","一種半導體裝置，包括具有一第一導電類型的一基底、形成於前述基底上的一磊晶層、自前述磊晶層的頂表面延伸至磊晶層中的一井區、形成於前述磊晶層中且與前述井區的底表面接觸的一飄移區、一閘極結構以及一導電結構。前述磊晶層具有前述第一導電類型，前述井區具有一第二導電類型，且前述飄移區具有前述第一導電類型。前述閘極結構是自前述磊晶層的前述頂表面延伸穿過前述井區並且接觸前述飄移區。前述導電結構形成於前述飄移區中且位於前述閘極結構的下方，其中前述閘極結構的一閘極介電層分隔前述導電結構和前述閘極結構的一閘極電極。","Y2024","main","Yes","電路板製造","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"34","世界先進積體電路","2025-01-16","TWI836689B","2022-11-01","2024-03-21",93,"半導體裝置及其形成方法","一種半導體裝置，包括具有第一導電類型的一基底；形成於前述基底上的一磊晶層，且前述磊晶層具有第一導電類型；自前述磊晶層的頂表面延伸至前述磊晶層中的一溝槽結構，前述溝槽結構包括一導電部以及包覆前述導電部的側壁和底部的一絕緣層；自前述磊晶層的頂表面延伸至前述磊晶層中的一井區，前述井區具有一第二導電類型，且前述井區的第一側壁接觸前述溝槽結構，其中在前述井區的一側和下方為一飄移區，前述飄移區具有第一導電類型且與井區的第二側壁和底表面接觸。半導體裝置更包括形成於前述磊晶層的頂表面上並對應井區的一閘極結構。","Y2024","main","Yes","電路板製造","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
"35","世界先進積體電路","2025-01-16","TWI817861B","2022-12-06","2023-10-01",82,"靜電放電保護裝置","一種靜電放電保護裝置，包括半導體基板、磊晶層、第一至第三井區、以及第一至第六摻雜區。磊晶層位於半導體基板上。第一至第三井區皆設置在磊晶層中。第三井區位於第一井區與第二井區之間。第一與第二摻雜區設置在第一井區上。第三與第四摻雜區設置在第二井區上。第五摻雜區設置在第三井區上，且第六摻雜區設置在第五摻雜區中。第三井區、第五摻雜區、以及第六摻雜區具有相同的導電類型。第一與第二摻雜區耦接一接合墊，以及第三與第四摻雜區耦接一接地端。當在接合墊上發生一靜電放電事件時，在接合墊與接地端之間形成一放電路徑。","Y2024","branch","Yes","半導體封裝技術","5347","半導體","2025-01-15",0.4,22.61,7,11.81,22.39,33.9,99.2,100.2,95.9,93.7,98.9,0.22346,70.6
