"","公司全名","更新日期","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣公開發行","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%"
"11","世界先進積體電路","2024-11-18","TWI831494B","2022-12-01","2024-02-01",72,"高電子遷移率電晶體","一種高電子遷移率電晶體，包含半導體通道層和半導體阻障層設置於基底上，半導體蓋層設置於半導體阻障層上，且半導體蓋層的頂面具有凹陷，閘極電極設置於半導體蓋層上和凹陷中，以及源極電極和汲極電極設置於半導體通道層上。","Y2024","branch","Yes","半導體結構製備","5347","半導體","2024-12-01",NA,NA,NA,11.81,22.39,33.9,NA,NA,NA,NA,NA,0.21269,0
"12","世界先進積體電路","2024-11-18","TWI834573B","2023-06-17","2024-03-01",56,"靜電放電保護裝置","一種靜電放電保護裝置。此靜電放電保護裝置包括一半導體基板、一第一井區、一第二井區、一第一隔離物、一摻雜區、以及一第一金屬電極。第一井區設置在半導體基板上，且第一井區具有一第一導電類型。第二井區設置在半導體基板上，且第二井區具有相反於第一導電類型的一第二導電類型。第一隔離物設置在第一井區與第二井區之間。摻雜區設置在第二井區中，且摻雜區具有第一導電類型。第一金屬電極設置該第一井區之上。第一金屬電極與第一井區之間形成一蕭特基（Schottky）接觸。","Y2024","branch","Yes","半導體結構製備","5347","半導體","2024-12-01",NA,NA,NA,11.81,22.39,33.9,NA,NA,NA,NA,NA,0.21269,0
"13","世界先進積體電路","2024-11-18","TWI813500B","2022-11-09","2023-08-21",35,"高電子遷移率電晶體結構及其製造方法","一種高電子遷移率電晶體結構，包含化合物半導體通道層設置於基底上，化合物半導體阻障層設置於化合物半導體通道層上，化合物半導體蓋層設置於化合物半導體阻障層上，化合物半導體蓋層包含第一區塊和第二區塊沿著第一方向排列，且第一區塊和第二區塊之間具有間隙，閘極電極設置於化合物半導體蓋層上，源極電極和汲極電極設置於化合物半導體阻障層上，沿著第二方向排列，且分別位於化合物半導體蓋層的兩側。","Y2024","branch","Yes","半導體結構製備","5347","半導體","2024-12-01",NA,NA,NA,11.81,22.39,33.9,NA,NA,NA,NA,NA,0.21269,0
"14","世界先進積體電路","2024-11-18","TWI817726B","2022-09-20","2023-10-01",38,"測試電路","一種測試電路，用於測試一第一待測元件。第一待測元件具有一控制端、一輸入端、以及一輸出端。測試電路包括一第一可編程元件、一電容元件、以及一第一開關元件。第一可編程元件耦接於第一待測元件的控制端與一第一節點之間。電容元件耦接於第一節點與一接地端之間。第一開關元件耦接於第一節點與接地端之間，且受控於一模式信號。","Y2024","main","Yes","自動化控制系統","5347","半導體","2024-12-01",NA,NA,NA,11.81,22.39,33.9,NA,NA,NA,NA,NA,0.21269,0
"15","世界先進積體電路","2024-11-18","TWI839007B","2022-12-06","2024-04-11",74,"半導體裝置","一種半導體裝置，包含半導體通道層和半導體阻障層設置於基底上，鈍化層覆蓋半導體阻障層，第一閘極電極和第二閘極電極側向分離，且至少部分分別設置於鈍化層內，其中沿著第一方向，第一閘極電極的第一閘極長度小於第二閘極電極的第二閘極長度，以及源極電極和汲極電極設置在半導體通道層上，其中第二閘極電極電連接至源極電極，且第一閘極電極和第二閘極電極彼此電性隔離。","Y2024","branch","Yes","半導體結構製備","5347","半導體","2024-12-01",NA,NA,NA,11.81,22.39,33.9,NA,NA,NA,NA,NA,0.21269,0
"16","世界先進積體電路","2024-11-18","TWI813292B","2022-05-17","2023-08-21",50,"半導體元件佈局及佈局改變之檢查方法","一種半導體佈局，包括至少一層以上之半導體佈局層以及一虛設層。每一半導體層具有一佈局圖案。虛設層具有一虛設圖案。一檢查電路單元計算該佈局圖案與虛設圖案之間的布林運算值，並比較此圖案之布林運算值與原始預設值，用以判斷該佈局圖案是否被改變。","Y2024","branch","Yes","半導體結構製備","5347","半導體","2024-12-01",NA,NA,NA,11.81,22.39,33.9,NA,NA,NA,NA,NA,0.21269,0
"17","世界先進積體電路","2024-11-18","TWI824874B","2022-12-12","2023-12-01",59,"影像感測器","一種影像感測器，包含具有第一導電類型的基底，具有第二導電類型的光電二極體設置於基底內，具有第二導電類型的摻雜區設置於基底內，閘極設置於基底上，且位於光電二極體和摻雜區之間，接觸蝕刻停止層設置於閘極和摻雜區上，且接觸蝕刻停止層具有開口對應於光電二極體。","Y2024","branch","Yes","半導體結構製備","5347","半導體","2024-12-01",NA,NA,NA,11.81,22.39,33.9,NA,NA,NA,NA,NA,0.21269,0
"18","世界先進積體電路","2024-11-18","TWI831561B","2023-01-05","2024-02-01",68,"半導體裝置及其製造方法","一種半導體裝置，包含第一導電類型的基底，第二導電類型的井區設置於基底內，第一導電類型的源極區設置於井區內，第二導電類型的基體區設置於基底和井區內，且鄰接源極區，凹陷設置於基底內且鄰接基體區，閘極電極設置於井區上，第一金屬層設置於源極區和基體區上，且填充於凹陷內，汲極電極設置於基底的背面，其中填充於凹陷內的第一金屬層與基底形成接面位障蕭特基二極體。","Y2024","branch","Yes","半導體結構製備","5347","半導體","2024-12-01",NA,NA,NA,11.81,22.39,33.9,NA,NA,NA,NA,NA,0.21269,0
"19","世界先進積體電路","2024-11-18","TWI838929B","2022-10-28","2024-04-11",63,"半導體裝置及其製造方法","一種半導體裝置包括磊晶層、至少一個閘極溝槽和至少一個溝槽閘極結構。閘極溝槽包括下閘極溝槽和上閘極溝槽，並且下閘極溝槽的寬度小於上閘極溝槽的寬度。溝槽閘極結構設置在閘極溝槽中，並且溝槽閘極結構包括底閘極結構、中閘極結構和頂閘極結構。中閘極結構的第二閘極介電層的厚度小於底閘極結構的第一閘極介電層的厚度。頂閘極結構的第三閘極介電層的厚度小於中閘極結構的第二閘極介電層的厚度。第一閘極電極、第二閘極電極和第三閘極電極彼此分離。","Y2024","branch","Yes","半導體結構製備","5347","半導體","2024-12-01",NA,NA,NA,11.81,22.39,33.9,NA,NA,NA,NA,NA,0.21269,0
"20","中原大學","2024-11-18","TWI816452B","2022-06-29","2023-09-21",99,"剪切式壓電雙晶致動器","本發明關於一種剪切式壓電雙晶致動器，其包含至少一對剪切式壓電陶瓷元件，分別貼附於中間金屬塊材的兩側，形成壓電雙晶結構。各陶瓷元件在高度方向上被極化，並且於厚度方向上雙面覆設金屬電極。透過施加驅動電壓，可使陶瓷元件產生面剪切形變或面共振形變，藉此驅動金屬塊材以及位於其上的輸出頭產生橢圓運動，以推動轉子或滑台。本發明利用剪切式壓電陶瓷元件具有厚度小且體積小的優勢，搭配雙晶式輔助機構提升輸出位移與速度，可以製作出具有高輸出功率的微型壓電馬達。","Y2024","branch","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","中國信託商業銀行","2024-11-18","TWI831432B","2022-10-24","2024-02-01",71,"行銷文案生成方法及其運算裝置","一種用於產生行銷文案的運算裝置，包含一儲存模組及一處理模組，該儲存模組用於儲存一包含一轉移機率表及一狀態機率表的隱藏式馬可夫模型，該轉移機率表包含多個第一詞彙、多個第二詞彙及多個轉移機率值，該狀態機率表包含該等第二詞彙、多個觀察詞性及多個隸屬機率值，且該處理模組獲得一欲生成詞性序列，該欲生成詞性序列依序由多個詞性所組成，且根據該欲生成詞性序列及該隱藏式馬可夫模型，利用一維特比解碼演算法產生多個行銷文案，每一行銷文案由多個分別符合該欲生成詞性序列之該等詞性的目標詞彙所組成。","Y2024","main","No","數據分析技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","中國信託商業銀行","2024-11-18","TWI818672B","2022-08-12","2023-10-11",70,"取貨認證系統及取貨認證方法","一種取貨認證系統，包含一銀行伺服器及一應用程式伺服器。銀行伺服器自一賣家商店伺服器接收一訂單資料。當判斷訂單資料的一付款設定指示已付款，且訂單資料的一付款資料包含的一授權/轉帳付款資料與其中一授權/轉帳付款紀錄相符，銀行伺服器根據相符的授權付款紀錄或轉帳付款紀錄獲得對應的一客戶識別資料，並根據訂單資料產生一取貨明細。應用程式伺服器將取貨明細傳送給取貨商店伺服器，並根據取貨明細產生一取貨條碼，並允許一消費端行動通訊裝置透過一預定應用程式以客戶識別資料取得取貨條碼以供一銷售點終端機掃描。","Y2024","main","No","無線通訊技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","中國大陸商長鑫存儲技術","2024-11-18","TWI841994B","2022-06-27","2024-05-11",92,"半導體測試結構及其形成方法","本申請實施例提供一種半導體測試結構及其形成方法，其中，所述方法包括：提供半導體基板，半導體基板包括多個間隔配置的主動區；在半導體基板中形成與主動區之間具有預設距離的第一導電連線；第一導電連線連接在每一所述主動區上形成的主動元件的基板；形成位於第一導電連線上的多個第一接觸孔；形成位於每一第一接觸孔頂部的第一金屬層，得到半導體測試結構；其中，第一金屬層與第一共用焊墊電連接，第一共用焊墊用於對半導體測試結構進行電性能測試。本申請可以抑制漏電的產生，提升第一金屬層測試的元件分析可靠度。","Y2024","branch","No","半導體檢測技術",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","中國大陸商長鑫存儲技術","2024-11-18","TWI829193B","2022-06-10","2024-01-11",91,"半導體結構及其製備方法","本公開實施例涉及半導體領域，特別涉及一種半導體結構及其製備方法，半導體結構包括：位於基底上的閘極，閘極兩側具有源極或汲極；位於基底上的介電層；接觸結構，接觸結構貫穿介電層並與源極或汲極電連接；間隔設置的第一電連接部和第二電連接部，第一電連接部與第二電連接部位於介電層頂面，第二電連接部與接觸結構的部分頂面接觸，第一電連接部包括堆疊設置的第一阻擋層和第一導電層，在沿源極指向汲極的方向上，第一阻擋層朝向接觸結構的側壁與接觸結構間的距離為第一距離，第一導電層朝向接觸結構的側壁與接觸結構間的距離為第二距離，第一距離大於第二距離。本公開實施例有利於降低半導體結構的短路風險。","Y2024","main","No","半導體結構",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","中國大陸商長鑫存儲技術","2024-11-18","TWI800410B","2022-06-21","2023-04-21",55,"半導體結構及其形成方法","本發明涉及積體電路技術領域，尤其涉及一種半導體結構及其形成方法。所述半導體結構的形成方法包括如下步驟：形成電容基板，所述電容基板包括多個電容轉接結構以及位於相鄰所述電容轉接結構之間且覆蓋所述電容轉接結構頂面的隔離層；去除覆蓋於所述電容轉接結構頂面的所述隔離層，曝露所述電容轉接結構；氧化所述電容基板曝露有所述電容轉接結構的表面，形成氧化層；去除所述氧化層，曝露所述電容轉接結構。本發明減少了電容轉接結構表面的缺陷，且避免了相鄰電容轉接結構之間短路的問題，從而改善了半導體結構的電性能。","Y2024","branch","No","半導體結構製備",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","中國大陸商長鑫存儲技術","2024-11-18","TWI802432B","2022-06-07","2023-05-11",51,"半導體結構及其製作方法","本申請實施例提供一種半導體結構及其製作方法，半導體結構包括：摻雜導電層，所述摻雜導電層內摻雜有摻雜離子；金屬導電層，位於所述摻雜導電層上；含氮介質層，位於所述金屬導電層上；第一氮鉬化物層，位於所述摻雜導電層和所述金屬導電層之間，配置為電連接所述摻雜導電層和所述金屬導電層；第二氮鉬化物層，位於所述金屬導電層和所述含氮介質層之間，所述第二氮鉬化物層中氮原子的原子數占比大於所述第一氮鉬化物層中氮原子的原子數占比。本發明實施例有利於提升金屬導電層的導電性能。","Y2024","branch","No","半導體結構製備",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","中國大陸商長鑫存儲技術","2024-11-18","TWI810050B","2022-08-31","2023-07-21",44,"半導體佈局結構及半導體測試結構","本發明實施例涉及半導體技術領域，特別涉及一種半導體佈局結構及半導體測試結構，半導體佈局結構包括：主動層，主動層包括第一主動區和與第一主動區相鄰設置的第二主動區；第一主動區包括多個間隔設置的第一電晶體區，第二主動區包括多個間隔設置的第二電晶體區，相鄰的第一電晶體區對應的主動層相互分離；閘極層，位於主動層上方，包括至少一條沿第一方向延伸的第一閘極結構，以及在第一方向上間隔設置的多個第二閘極結構，第一閘極結構和第二閘極結構相鄰設置，第一閘極結構對應於第一電晶體區，第二閘極結構對應於第二電晶體區。本發明實施例有利於在利用半導體佈局結構製備半導體測試結構後，改善半導體測試結構的寄生漏電較大的問題。","Y2024","main","No","半導體結構",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","中國探針","2024-11-18","TWI835267B","2022-08-29","2024-03-11",40,"高頻訊號測試用探針裝置","一種高頻訊號測試用探針裝置，包括一訊號遮蔽殼體及至少二探針，其中該訊號遮蔽殼體內平行間隔設有至少二圓柱狀容置空間，該相鄰二圓柱狀容置空間係相互連通且至少設定有一間距，該每一圓柱狀容置空間相對於該訊號遮蔽殼體之二相對表面分別形成一穿孔，使該每一探針二端之一測試端及一伸縮端分別穿出該等穿孔，該每一探針與該圓柱狀容置空間的內壁面之間設定有一氣隙，改變該間距及該氣隙尺寸即能調整所需的匹配阻抗；據此，該等測試端及該等伸縮端係分別靠觸一待測物及一電氣連接座以傳輸高頻訊號，並遮蔽傳輸時的干擾以降低檢測誤差。","Y2024","main","Yes","無線通訊技術","6217","電子零組件","2024-12-01",NA,NA,NA,22.32,13.14,139.07,NA,NA,NA,NA,NA,0.00506,0
"29","中國砂輪企業","2024-11-18","TWI829418B","2022-11-08","2024-01-11",44,"晶圓磁吸定位機構以及包含其的晶圓磁吸定位治具","本發明揭示一種晶圓磁吸定位機構，包括一本體部、一裝置定位部、以及一晶圓對齊槽。該裝置定位部結合於該本體部的底側，該裝置定位部上係設置有一機構磁吸部。該晶圓對齊槽係為由該本體部沿水平方向上延伸形成的開口槽，該晶圓對齊槽的形狀與一晶圓的其中一側壁外緣的形狀相符合以供該晶圓的該其中一側壁外緣憑靠對齊藉以定位該晶圓。","Y2024","main","Yes","半導體結構","1560","電機機械","2024-12-01",NA,NA,NA,12.75,5.81,9.12,NA,NA,NA,NA,NA,0.05554,0
"30","中國鋼鐵","2024-11-18","TWI826106B","2022-11-08","2023-12-11",35,"檢測系統與檢測方法","本發明提出一種檢測系統，包括待測物、多個旋轉模組、攝影模組與計算模組。旋轉模組旋轉待測物的同時，攝影模組從待測物的側邊擷取矩形側面影像。計算模組用以將矩形側面影像轉換為圓形側面影像，並在使用者介面中提供圓形側面影像。","Y2024","branch","Yes","半導體檢測技術","2002","鋼鐵工業","2024-12-01",NA,NA,NA,-2.96,-30.03,-147.84,NA,NA,NA,NA,NA,0.4242,54.7
"31","中國鋼鐵","2024-11-18","TWI796274B","2022-08-23","2023-03-11",42,"專案管理平台與專案管理方法","專案管理平台包括核心資訊登錄系統，核心資訊登錄系統用以記錄每個專案計畫的核心資訊。在專案計畫執行期間，當研究記錄管理系統所記錄的專案計畫的資訊包含核心資訊時，根據專案計畫的主要資料內容將核心資訊登錄至核心資訊登錄系統而成為核心資訊登錄系統所記錄的專案計畫的核心資訊。在專案計畫結束後，當專案計畫的核心資訊具備專利申請價值時，根據專案計畫的主要資料內容將核心資訊自核心資訊登錄系統輸出以進行一專利申請作業。","Y2024","branch","Yes","其他","2002","鋼鐵工業","2024-12-01",NA,NA,NA,-2.96,-30.03,-147.84,NA,NA,NA,NA,NA,0.4242,54.7
"32","中國鋼鐵","2024-11-18","TWI815492B","2022-06-06","2023-09-11",59,"鋼帶表面缺陷辨識方法與系統","本揭露提出一種鋼帶表面缺陷辨識方法，包括：透過影像感測器取得關於鋼帶的表面影像；將表面影像輸入至卷積神經網路以辨識表面影像中的缺陷，此缺陷屬於多個類別的其中之一。透過卷積神經網路可以提升辨識的準確度。","Y2024","branch","Yes","半導體檢測技術","2002","鋼鐵工業","2024-12-01",NA,NA,NA,-2.96,-30.03,-147.84,NA,NA,NA,NA,NA,0.4242,54.7
"33","中央研究院","2024-11-18","TWI832469B","2022-10-04","2024-02-11",27,"檢測系統","一種檢測系統，用於檢測側流式免疫分析試紙中的目標物。報導分子。檢測載體包括對照區及檢測區。檢測系統包括雷射光源、掃描與空間調變模組、訊號蒐集組件及處理裝置。雷射光源提供一雷射光，掃描與空間調變模組接收雷射光並將該雷射光轉為掃描與空間調變雷射光束，以激發對照區及檢測區中的報導分子，而產生檢測訊號。訊號蒐集組件蒐集檢測訊號，處理裝置電性連接訊號蒐集組件以接收訊號蒐集組件蒐集之檢測訊號。","Y2024","branch","No","其他",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","中強光電","2024-11-18","TWI823539B","2022-08-29","2023-11-21",44,"投影裝置","一種投影裝置，包括光源模組、偏心準直透鏡、稜鏡組、光閥以及投影鏡頭。光源模組用以提供照明光束。偏心準直透鏡在照明光束的傳遞路徑上配置於光源與光閥之間。光閥用以將照明光束轉換成影像光束。投影鏡頭用以將影像光束投射出投影裝置。照明光束入射至偏心準直透鏡的第一傳遞方向與偏心準直透鏡的中心軸之間的第一夾角大於0。第一傳遞方向與影像光束從光閥出射的第二傳遞方向互相垂直。","Y2024","main","Yes","影像處理技術","5371","光電業","2024-12-01",NA,NA,NA,2.83,-21.26,-77.23,NA,NA,NA,NA,NA,0.04152,50.2
"35","中強光電","2024-11-18","TWI810955B","2022-05-27","2023-08-01",80,"光學鏡頭以及顯示裝置","一種光學鏡頭，適於接收來自一成像元件的一影像光束。光學鏡頭從一入光側至一出光側沿一光軸依序包括具有屈光率的一第一透鏡、一第二透鏡、一第三透鏡以及一第四透鏡，且第一透鏡至第四透鏡各自包括朝向入光側且使影像光束通過的一入光面及朝向出光側且使影像光束通過的一出光面。第一透鏡具有正屈光率。第二透鏡具有負屈光率。第三透鏡具有正屈光率。第一透鏡或第三透鏡為玻璃材質。光學鏡頭接收來自入光側的影像光束。影像光束在該出光側形成一光欄且影像光束於光欄的位置具有最小的光束截面積。","Y2024","branch","Yes","其他","5371","光電業","2024-12-01",NA,NA,NA,2.83,-21.26,-77.23,NA,NA,NA,NA,NA,0.04152,50.2
"36","中華學校財團法人中華科技大學","2024-11-18","TWI842226B","2022-11-25","2024-05-11",63,"提高ＣｓＰｂＢｒ鈣鈦礦發光二極體性能之製作方法","本發明揭露一種提高CsPbBr3鈣鈦礦發光二極體性能之製作方法，其係將覆設有圖案化的ITO基板進行洗滌與氧等離子體處理，並將導電高分子溶液(PEDOT/PSS)旋塗到ITO基板上，並在高溫下的大氣中退火，以於ITO基板上形成電洞傳輸膜層。再將硒酸銫溶液(Cs2CO3)旋塗到電洞傳輸膜層上，並在高溫下的大氣中退火，以於電洞傳輸膜層上形成改性膜層。將ITO基板放置於充滿氮氣的手套箱，並將鈣鈦礦共混溶液(CsPbBr3,PEO,TPBi)旋塗到ITO基板的改性膜層上，並在高溫下的大氣中退火，以於改性膜層上形成鈣鈦礦發光膜層，在高真空下通過熱蒸發於鈣鈦礦發光膜層上沉積電子傳輸膜層(TPBi)；並在高真空下通過熱蒸發於電子傳輸膜層(TPBi)上沉積銀電極，俾能利用CsCO3改性膜層對電洞傳輸膜層進行重結晶，使界面光滑而降低電洞傳輸膜層與發光活性物質之間的串聯電阻層，除了可在低電壓下工作之外，並可提高發光層中電子與電洞的結合效率而顯著提高亮度。","Y2024","main","No","半導體結構",NA,NA,"2024-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
