資料截止日,演化階段,AI分類,申請人,公開公告號,申請日,標題,PR,股票代碼,收盤日,氣動值,單月營收成長,熱度值,季營收年增率%,季毛利年增率%,季營益年增率%,收盤價,法人平均成本,
2026-02-01,main,資訊安全與加密技術,荷蘭商弗提吉斯科技控股,TW202549301A,2025-04-02,用於與多個使用者之多個額外的系統建立多個安全通道的系統及在一系統與多個使用者之多個額外的系統之間建立多個安全通道的方法以,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,南韓商三星電子,TW202602280A,2025-04-01,半導體裝置,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202602266A,2025-03-31,半導體元件與其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202604272A,2025-03-28,半導體裝置結構的製造方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,南韓商三星電子,TW202541614A,2025-03-27,半導體裝置及製造半導體裝置的方法,,,,,,,,,,,,
2026-02-01,main,電源管理,東擎科技,TWM672255U,2025-03-26,電子系統及其資料清除電路,,,,,,,,,,,,
2026-02-01,main,智慧電網,光寶科技,TW202541481A,2025-03-25,計算裝置及其通訊方法,,2301,2026-02-11,0.4,16.18,5,22.07,36.25,19.31,179.5,141.9,
2026-02-01,main,半導體結構與製程,日商村田製作所,TW202604291A,2025-03-24,半導體裝置及半導體裝置之製造方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,日商村田製作所,TW202604292A,2025-03-24,半導體裝置及半導體裝置之製造方法,,,,,,,,,,,,
2026-02-01,main,半導體設備,大陸商摩爾綫程智能科技(北京),TW202540956A,2025-03-21,渲染方法、圖塊分配裝置、圖形處理設備及計算設備,,,,,,,,,,,,
2026-02-01,main,光學元件與光通訊,智能基因網路科技,TWM670783U,2025-03-20,光子人工智慧網路攻擊防禦裝置,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,華邦電子,TW202541037A,2025-03-20,具有錯誤校正碼的記憶體裝置,,2344,2026-02-11,0.28,94.16,8,2.15,62.74,1259.78,105.5,85.3,
2026-02-01,main,半導體結構與製程,日商東京威力科創,TW202604271A,2025-03-19,半導體處理方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,南韓商三星電子,TW202602274A,2025-03-14,積體電路裝置,,,,,,,,,,,,
2026-02-01,main,智慧電網,飛泓科技,TWM672214U,2025-03-12,具即時動態風險評估與驗證識別之網路資安通訊系統,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,美商應用材料,TW202604285A,2025-03-11,用於背面電力分配的接觸窗結構,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,日商發那科,TW202541474A,2025-03-10,網路介面卡,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,美商雷神公司,TW202543417A,2025-03-07,雙級肖特基障壁及方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,日商東京威力科創,TW202604284A,2025-03-06,半導體製造方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,美商應用材料,TW202545319A,2025-03-06,用於ＰＭＯＳ堆疊之功函數層,,,,,,,,,,,,
2026-02-01,main,電腦視覺與影像處理,宏達國際電子,TW202536795A,2025-02-26,用於圖像查看的電子裝置和方法,,2498,2026-02-11,3.02,0.04,10,-7.43,-20.17,24.5,44.25,46.7,
2026-02-01,main,記憶體與儲存裝置,大陸商長江存儲科技有限責任公司,TW202541040A,2025-02-25,記憶體系統中的資料儲存,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,大陸商長江存儲科技有限責任公司,TW202603717A,2025-02-21,管理記憶體裝置中的初始化,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,日日新半導體架構,TW202535193A,2025-02-21,半導體裝置結構,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202545318A,2025-02-17,半導體結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,電動車與新能源車,宏汭精測科技,TWI906147B,2025-02-14,氮化鎵功率電路及氮化鎵驅動功率裝置,93,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,日日新半導體架構,TW202535197A,2025-02-14,半導體電路結構,,,,,,,,,,,,
2026-02-01,main,智慧電網,視博網訊,TWM672616U,2025-02-13,基於MQTT協議的伺服器及具有遠端喚醒功能之系統,,,,,,,,,,,,
2026-02-01,main,光學投影,南韓商三星電子,TW202544746A,2025-02-12,延展實境（ＸＲ）裝置及其操作方法,,,,,,,,,,,,
2026-02-01,main,電腦視覺與影像處理,國立臺灣科技大學,TWI907265B,2025-02-12,可讀性預測裝置及方法,23,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,南韓商三星電子,TW202538759A,2025-02-11,糾錯碼電路、包含其的記憶體系統以及糾錯方法,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,群聯電子,TWI911046B,2025-02-11,讀取方法、記憶體儲存裝置與記憶體控制電路單元,35,8299,2026-02-11,0.22,189.25,9,30.08,44.88,16.56,1855,1329.8,
2026-02-01,main,電腦視覺與影像處理,中國信託商業銀行,TWM668902U,2025-02-07,影像擴增裝置,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,美商谷歌有限責任公司,TW202536875A,2025-02-07,多埠記憶體測試,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,銓心半導體異質整合 | 鈺創科技,TW202533718A,2025-02-07,半導體裝置及其製造方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202541636A,2025-02-06,半導體結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,記憶體與儲存裝置,英商ARM,TW202601656A,2025-02-06,用於靜態隨機存取記憶體中讀取之增加之處理量,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,英商ARM,TW202533231A,2025-02-06,用以偵測循環計數以增加記憶體之讀取及寫入操作之處理量的電路系統,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,崇越科技,TWM670002U,2025-02-03,電容結構及包括其的電子裝置,,5434,2026-02-11,0.62,8.25,2,14.13,10.19,10.41,321,286.5,
2026-02-01,main,電源管理,美商微晶片科技,TW202536863A,2025-02-03,ＳＲＡＭ的主動電源管理,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,南韓商三星電子,TW202541612A,2025-01-24,具有中間隔離區的叉片堆疊電晶體結構及其製造方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造 | 大陸商台積電(中國),TW202545333A,2025-01-24,積體電路及其形成方法,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,日商索尼半導體解決方案公司,TW202541022A,2025-01-24,半導體晶片、半導體裝置、及資訊處理系統,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,韓商愛思開海力士,TW202534673A,2025-01-24,控制器、記憶體裝置及儲存裝置,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,南亞科技,TWI906127B,2025-01-23,記憶體裝置的電壓監測器和晶片外驅動器,71,2408,2026-02-11,0.21,608.02,10,130.91,1213.94,144.67,278,219.2,
2026-02-01,main,半導體結構與製程,日商住友電工器件創新,TW202541615A,2025-01-23,半導體裝置,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,日商鎧俠,TWI912119B,2025-01-23,半導體記憶裝置,8,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,英商ARM,TW202533227A,2025-01-23,用於寫入記憶體之增加的處理量,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,南韓商三星電子,TW202604300A,2025-01-21,半導體裝置,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,韓商愛思開海力士,TW202536865A,2025-01-20,記憶體裝置及資料儲存裝置,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,美商安托梅拉公司,TW202543419A,2025-01-17,包含化合物半導體材料及超晶格層的壓電元件,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,美商安托梅拉公司,TW202543418A,2025-01-17,包含具超晶格層的化合物半導體材料的半導體元件,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202547301A,2025-01-15,電晶體裝置及其製造方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,記憶體與儲存裝置,美商高通公司,TW202536793A,2025-01-14,透過未來圖框的圖形工作負載的最佳化,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202543409A,2025-01-10,半導體裝置結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202549575A,2025-01-10,半導體裝置與其製造方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,記憶體與儲存裝置,南韓商三星電子,TW202529102A,2025-01-07,具基於互斥或之記憶體修復的設備以及處理器實施方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202602260A,2025-01-07,半導體裝置及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202537443A,2025-01-07,半導體元件及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,南韓商三星電子,TW202602287A,2025-01-06,製造積體電路裝置之方法,,,,,,,,,,,,
2026-02-01,main,電源管理,日商美蓓亞功率半導體,TW202531895A,2025-01-02,半導體裝置及使用其的電力轉換裝置,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,南韓商三星電子,TW202533245A,2024-12-31,用以估計記憶體裝置之已使用壽命之模型化方法、使用此方法計算記憶體裝置之剩餘有用壽命之方法以及執行該方法之系統,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202539409A,2024-12-31,半導體裝置結構的製造方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,數據分析與軟體工具,國立中山大學,TWI895207B,2024-12-30,基於梯度差分累加非負矩陣分解之影像處理方法及裝置,3,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,美商應用材料,TW202547303A,2024-12-30,全環繞閘極裝置的形成,,,,,,,,,,,,
2026-02-01,main,生物辨識與數位身份,大陸商中國銀聯,TWI903954B,2024-12-27,對人臉識別攻擊的檢測方法、裝置、設備及介質,7,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,南韓商三星電子,TW202546836A,2024-12-26,記憶體裝置、包含該記憶體裝置的儲存裝置及該儲存裝置的操作方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202549530A,2024-12-26,半導體裝置結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,記憶體與儲存裝置,南韓商三星電子,TW202546826A,2024-12-25,記憶體系統及其修復操作方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,日商半導體能源研究所,TW202529564A,2024-12-23,半導體裝置及半導體裝置的製造方法,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,美商愛思開海力士存儲器產品解決方案公司(亦以思得名稱營業),TW202536874A,2024-12-20,使用軟讀取之背景資料再新,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,美商特憶智能科技公司,TW202542920A,2024-12-20,用於基於多級單元的記憶體器件的錯誤檢測與糾正的增強型錯誤更正碼,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,鴻海精密工業,TWI909887B,2024-12-20,碳化矽功率元件的製造方法,79,2317,2026-02-11,0.81,35.53,1,11.02,13.97,28.78,227,183.6,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202602265A,2024-12-18,半導體裝置與其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202604279A,2024-12-18,半導體結構與其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,記憶體與儲存裝置,大陸商星宸科技,TWI910970B,2024-12-18,記憶體介面電路與記憶體控制方法,10,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,美商應用材料,TW202537442A,2024-12-18,環繞式閘極(GAA)奈米片裝置中之源極/汲極(S/D)磊晶生長,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202549572A,2024-12-17,半導體裝置及其製備方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202543413A,2024-12-17,積體電路與其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造 | 國立陽明交通大學,TW202547297A,2024-12-17,半導體裝置及其形成方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,南韓商三星電子,TW202535200A,2024-12-16,3D積體電路及積體電路,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202547287A,2024-12-16,半導體裝置及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,電子產品檢測,技鋼科技,TWI908542B,2024-12-16,伺服設備、網路設備的檢測系統與方法,97,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,美商應用材料,TW202549527A,2024-12-16,用於ＣＦＥＴ中的源極／汲極磊晶期間的元件隔離的自下而上的介電質間隙填充,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,美商桑迪士克科技有限責任公司,TW202533238A,2024-12-16,高頻寬非揮發性記憶體,,,,,,,,,,,,
2026-02-01,main,被動元件,美商高通公司,TW202533724A,2024-12-16,用於靜電放電（ＥＳＤ）保護的緊湊型二極體,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,南韓商三星電子 | 漢陽大學校 產學協力團,TW202537427A,2024-12-13,半導體裝置,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202525055A,2024-12-13,半導體裝置及其製造方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI910966B,2024-12-13,半導體裝置及其製造方法,24,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造 | 國立臺灣大學,TW202539426A,2024-12-12,半導體裝置及其形成方法,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,美商谷歌有限責任公司,TW202542832A,2024-12-12,用於積體電路上記憶體異動之最佳化執行的硬體合併單元,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,美商德州儀器公司,TW202545325A,2024-12-11,用於經改善安全操作區域的橫向擴散金屬氧化物半導體邊緣終端,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,美商應用材料,TW202543416A,2024-12-11,在半導體製造處理中對背側應力減緩與前側保護進行統一化,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202602251A,2024-12-10,半導體結構及其製造方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,記憶體與儲存裝置,台灣積體電路製造,TWI913044B,2024-12-10,數位記憶體內計算系統及數位記憶體內計算編譯器,9,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造 | 國立臺灣大學,TW202547300A,2024-12-06,半導體裝置及其形成方法,,,,,,,,,,,,
2026-02-01,main,晶圓封裝與測試,南韓商三星電子,TW202535164A,2024-12-05,三維電感器和包含其的多晶片封裝,,,,,,,,,,,,
2026-02-01,main,晶圓封裝與測試,美商高通公司,TW202531149A,2024-12-05,包括介於顯示器堆疊與超音波指紋感測器堆疊之間的一或多個高阻抗層的裝置,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202602282A,2024-12-04,半導體元件結構及形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,電腦視覺與影像處理,日商花王,TW202536814A,2024-12-04,毛髮性狀推定裝置、毛髮性狀推定方法、毛髮性狀推定程式、毛髮性狀推定系統、可攜式終端、可攜式終端用程式及記憶媒體,,,,,,,,,,,,
2026-02-01,main,電腦視覺與影像處理,財團法人亞洲大學,TWI906063B,2024-12-04,具有混合式深度學習手掌融合模型的手掌影像驗證方法,63,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,日商瑞薩電子,TW202533687A,2024-12-03,製造半導體裝置之方法,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,韓商愛思開海力士,TW202524489A,2024-12-02,用於執行刷新操作的儲存裝置及其操作方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202602250A,2024-11-29,半導體結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,日商京瓷,TW202527725A,2024-11-29,半導體基板及其製造方法、半導體基板之製造裝置以及半導體元件,,,,,,,,,,,,
2026-02-01,main,電子產品檢測,美商微軟技術授權有限責任公司,TW202533546A,2024-11-27,密碼系統即時測試向量洩漏評估,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,聯發科技,TW202523147A,2024-11-27,靜電放電保護裝置,,2454,2026-02-11,0.29,-8.15,9,7.8,2.74,-7.03,1855,1325.6,
2026-02-01,main,半導體結構與製程,日商RAPIDUS,TW202545345A,2024-11-25,半導體裝置及半導體裝置之製造方法,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,韓商愛思開海力士,TW202522489A,2024-11-21,記憶體裝置和操作該記憶體裝置的方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,南韓商三星電子,TW202549578A,2024-11-20,具備背側源極/汲極接點及空氣結構之半導體裝置,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,聯華電子,TWI903876B,2024-11-20,半導體裝置及其形成方法,71,2303,2026-02-11,0.76,5.33,7,-2.25,-13.73,-21.15,62.8,52.3,
2026-02-01,main,電子產品檢測,韓商LG伊諾特,TW202531731A,2024-11-20,通過實體層設備之欠壓檢測的自動復原裝置及其方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,南韓商三星電子,TW202527744A,2024-11-19,具電源閘控元件的半導體裝置,,,,,,,,,,,,
2026-02-01,main,晶圓封裝與測試,南韓商三星電子,TW202545174A,2024-11-19,用於使用晶粒上協定與晶粒至晶粒系統的設備,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202602249A,2024-11-18,半導體裝置結構及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,華邦電子,TWI906038B,2024-11-18,半導體裝置及其形成方法,24,2344,2026-02-11,0.28,94.16,8,2.15,62.74,1259.78,105.5,85.3,
2026-02-01,main,印刷電路板,中國砂輪企業,TWI903868B,2024-11-15,複合基板及其製造方法,18,1560,2026-02-11,0.2,33.07,10,12.48,21.21,9.09,425,380.1,
2026-02-01,main,無線通訊與網路,中華電信,TWI909820B,2024-11-15,基於服務日誌追蹤服務間運作鏈路之系統、方法及電腦可讀媒介,54,2412,2026-02-11,0.5,12.21,8,4.16,5.42,6.36,133,121.4,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202547299A,2024-11-15,半導體結構及其製造方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,記憶體與儲存裝置,韓商愛思開海力士,TW202522495A,2024-11-15,儲存裝置、儲存裝置的操作方法以及記憶體控制器,,,,,,,,,,,,
2026-02-01,main,光學投影,宏達國際電子,TW202533170A,2024-11-14,改善混合實境服務的方法及主機,,2498,2026-02-11,3.02,0.04,10,-7.43,-20.17,24.5,44.25,46.7,
2026-02-01,main,光學投影,宏達國際電子,TWI910913B,2024-11-14,改善混合實境服務的方法及主機,85,2498,2026-02-11,3.02,0.04,10,-7.43,-20.17,24.5,44.25,46.7,
2026-02-01,main,半導體結構與製程,日商住友電工器件創新,TW202523126A,2024-11-14,半導體裝置及半導體裝置之製造方法,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,華邦電子,TWI912009B,2024-11-14,半導體記憶體裝置及其初始化方法,54,2344,2026-02-11,0.28,94.16,8,2.15,62.74,1259.78,105.5,85.3,
2026-02-01,main,記憶體與儲存裝置,瑞昱半導體,TWI902527B,2024-11-13,用來校正被傳送至記憶裝置的存取控制訊號的實體層電路以及方法,83,2379,2026-02-11,0.46,14.4,4,-4.1,-7.24,-20.29,476,483.7,
2026-02-01,main,記憶體與儲存裝置,瑞昱半導體,TW202522484A,2024-11-13,用來校正被傳送至記憶裝置的存取控制訊號的實體層電路以及方法,,2379,2026-02-11,0.46,14.4,4,-4.1,-7.24,-20.29,476,483.7,
2026-02-01,main,記憶體與儲存裝置,韓商愛思開海力士,TW202522483A,2024-11-13,動態隨機存取記憶體系統及其操作方法,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,美商高通公司,TW202526951A,2024-11-08,用於改善揮發性記憶體中的匯流排利用率之合併記憶體命令,,,,,,,,,,,,
2026-02-01,main,記憶體與儲存裝置,韓商愛思開海力士,TW202522496A,2024-11-07,記憶體裝置及其操作方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202549524A,2024-11-06,半導體裝置及其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,電源管理,新加坡商馬維爾亞洲私人,TW202539198A,2024-11-06,用於使用硬體安全模組管理寫入限制記憶體的修補方法,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TWI907145B,2024-11-05,半導體裝置與其形成方法,45,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202549522A,2024-11-05,半導體裝置及製造半導體裝置的方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,半導體結構與製程,台灣積體電路製造,TW202549523A,2024-11-05,半導體裝置與其形成方法,,2330,2026-02-11,0.29,36.81,10,30.31,33.96,38.78,1915,899.2,
2026-02-01,main,電源管理,台達電子工業,TWI895164B,2024-11-04,一種乙太網路電源供應器、降壓控制電路及其控制方法,23,2308,2026-02-11,0.17,32.87,9,33.97,33.74,51.06,1260,684.9,
2026-02-01,main,邊緣運算,日商飛亞蒂,TW202529421A,2024-10-30,秘密分散裝置、支援裝置、用戶裝置、發送者裝置、接收者裝置、驗證請求裝置、驗證者裝置、發送裝置、秘密分散程式、支援程式、用,,,,,,,,,,,,
2026-02-01,main,半導體結構與製程,新唐科技,TWI887145B,2024-10-29,半導體裝置的製造方法,87,4919,2026-02-11,0.34,0.52,2,-8.61,-12.62,-1527.1,60.3,64,
